"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"302",1.4271050100227,1.02227034513547,1.34524397137259,1.31385928200542,1.18620700120175,1.41449827158365,1.29352304008392,1.60898910867902,1.55514599434316,1.19905590965127,1.39937730030366,1.50969598392888,1.0552817267803,1.48911183684522,1.00516658262662
"303",1.43251219167402,1.02459746402917,1.34008992473572,1.31398214111467,1.18448971204027,1.39907004760698,1.29146415106003,1.60999671019152,1.5378962974229,1.19944245278803,1.39514181986706,1.51243375654653,1.05557843727109,1.49063836907854,1.00532127988823
"304",1.43400207049656,1.02278915497817,1.340730463575,1.31274224813598,1.18400704239875,1.39057438336533,1.2915175806266,1.61014804124553,1.52191303986779,1.197953171921,1.38861211581403,1.50993848471101,1.05910727558065,1.49413867174833,1.00778098512007
"305",1.43044068845343,1.02063763355048,1.34506538106911,1.31099984746086,1.18451170987581,1.38720096125256,1.29203509961317,1.60912608491254,1.5098644616998,1.19563861412854,1.37593987553879,1.50243451903108,1.06161780276718,1.50078010347592,1.01089918535791
"306",1.42543389722088,1.01972094540159,1.34996633676853,1.30569215784149,1.18641432541412,1.39138116205618,1.29485164411112,1.60853102892709,1.50686701216448,1.19006157170394,1.36045836739391,1.49084667526539,1.06051340122682,1.5106998626146,1.01171347696414
"307",1.42168482664088,1.01961736659161,1.35391582757955,1.30147377366911,1.18923546918271,1.39735743709343,1.29763463127541,1.60813378881417,1.5057848898575,1.1891118100532,1.34561857534856,1.48218117314674,1.05478416586608,1.51768985080494,1.01325689648678
"308",1.42160303919812,1.0155167465639,1.35327792192227,1.30172338987593,1.18920177106931,1.38822305293001,1.2964394402976,1.6080371000764,1.49132340338028,1.1891113515949,1.33860530100039,1.48430369662577,1.05855361435139,1.51449913388847,1.01292785325511
"309",1.42088734196717,1.00412176512003,1.34779303201654,1.30151364235089,1.19027154068085,1.366894820808,1.2928414638192,1.60419638667693,1.47210162166774,1.18932565281721,1.35162586792164,1.49846446016828,1.07115508848345,1.50129556880377,1.01486451050187
"310",1.41930195620687,0.996444381369947,1.33933429743948,1.30369726329599,1.19577097516415,1.34040426420137,1.28951664884028,1.60386623372459,1.4532196852229,1.19189621587588,1.36668871995161,1.51974402590076,1.08579756057252,1.47921095153644,1.01786504165821
"311",1.41925182858308,0.996154925112367,1.33335188161035,1.30477342410224,1.20000927115644,1.31478503932432,1.2911506729633,1.60352759719716,1.43363549194803,1.19406909924133,1.37659438851318,1.5519851759263,1.09714883418087,1.45283679814559,1.01923131619998
"312",1.4155115792243,0.996070606108107,1.32915357617543,1.30450146537676,1.20143164104838,1.29428835678912,1.28691353678155,1.60491019109461,1.41208285196365,1.19397387663929,1.3847216788219,1.56797820565368,1.10796806936576,1.43343935284443,1.02136734094607
"313",1.41152540118873,0.995333922976076,1.32802333505256,1.30450068947885,1.20286024628885,1.28374429747883,1.28468432607984,1.60429673522626,1.39247754095891,1.19392541575965,1.38630970648425,1.57791969331199,1.12142279562655,1.41690895116059,1.02167242119052
"314",1.40937367163355,0.994868653287235,1.32893245833444,1.30522271203297,1.20128533693311,1.29004907387986,1.28222008237238,1.60428007709877,1.38080303970572,1.19399774601145,1.3843062119053,1.57914672241691,1.13192189917458,1.40718984654317,1.02119443162826
"315",1.40893969385751,0.99505169424944,1.32852404529339,1.30524167974857,1.19985701444528,1.30371441830728,1.28169264081885,1.6039413106023,1.3768249264196,1.19740551032539,1.37865429505869,1.57412855933539,1.1350611421579,1.40385046267675,1.01995487348353
"316",1.41236396773662,0.995332021133853,1.32775170968729,1.30669305056187,1.20055236061095,1.32425622467968,1.28179117782759,1.60287314978573,1.37946880363445,1.20383678929065,1.37049951474341,1.56976547712632,1.13125449105637,1.40414993494192,1.01995638776334
"317",1.41789535125093,0.995534073189458,1.32747832267884,1.31081604502489,1.20134581081906,1.34542257652376,1.28079039643029,1.60185677402882,1.38762743967529,1.21386699139479,1.36260129061839,1.56680027854304,1.12242907867475,1.40724992424825,1.02029911801559
"318",1.42585987094458,0.996674454484705,1.32687114283282,1.31641051647706,1.20314201721979,1.36741535532486,1.27945796009473,1.6030244159197,1.39958677665106,1.23077490268267,1.36040440275772,1.56952745433061,1.11305974461417,1.41104758680196,1.02195270966706
"319",1.43588554521025,1.00005247933332,1.32720389655297,1.32440603176754,1.20618166622462,1.3895150798616,1.27980409031778,1.60959302405451,1.41325231204986,1.24981546437337,1.36557364978758,1.57456388304276,1.11024267864626,1.41088938003579,1.0236648362451
"320",1.44503584336826,1.00387389171219,1.32907446831579,1.3227510535814,1.20807706909832,1.40428294097884,1.27988952045969,1.61654204080447,1.41775029154004,1.2521601516429,1.36414645367805,1.56725709439935,1.11016390022106,1.41096822070873,1.02340946835881
"321",1.44441308966506,1.00472504457082,1.3295853784674,1.31156057239937,1.20641001108785,1.40096540417364,1.28025351401641,1.61367046791102,1.40353723898415,1.23337506120431,1.3583047806251,1.55116638921513,1.10901137388899,1.41234172462675,1.02242704952907
"322",1.4387177040487,1.00002491848529,1.32726025524296,1.28498637056648,1.20459371767448,1.38383909708391,1.28007056476505,1.60702591236942,1.37880425173715,1.20887423271101,1.35097159046226,1.53225424234151,1.10534100674876,1.4123414300805,1.02048347360986
"323",1.43543790912341,0.997824446306168,1.327528885835,1.25397712979775,1.20196526825023,1.36514430632746,1.27734176369043,1.60378902742263,1.35236845461445,1.18245846574909,1.34685399796403,1.51361564181698,1.10184885410531,1.41663788511223,1.02055671806804
"324",1.44363558572344,0.999381439374453,1.32919632557775,1.22002060512381,1.20212732182224,1.36018699989272,1.27554881914979,1.60358992704954,1.33515066451813,1.16204781070127,1.34018908025669,1.49694090222957,1.09315222292574,1.42072281465245,1.0178350300027
"325",1.45729876792217,1.00324005211361,1.33415254412633,1.18976508531589,1.20278900093664,1.36634002268592,1.27322022820961,1.60737590188664,1.32344888306451,1.15191999490497,1.33280058072237,1.481037799849,1.08596958464395,1.4256286800586,1.01843721060563
"326",1.46984681104978,1.0092930431993,1.34186980956125,1.16502844762301,1.20270479983473,1.37616000211385,1.27196631967951,1.61299260450252,1.31557512482231,1.14567163165073,1.32097274012416,1.47399223546882,1.08093293291418,1.42757144107666,1.02003794164959
"327",1.48148688662015,1.01519823848864,1.34834386984179,1.15468877290427,1.20130903666784,1.38417847490875,1.27231294155148,1.62167144570555,1.31746195369882,1.14781660442841,1.31691586610385,1.47626958701487,1.08022156741584,1.42750236271973,1.0206300830137
"328",1.48745600632212,1.02497453888501,1.35525841811359,1.15421008066538,1.19558615103423,1.39295147919506,1.27430951120632,1.62759204311439,1.32219552358714,1.15216189653626,1.31521953167847,1.48110657425615,1.08148865627162,1.42292429844837,1.02020651593764
"329",1.48952427622402,1.03513998184465,1.36334201267574,1.15705421645497,1.19041104751569,1.40058131083233,1.27839860739347,1.62782716499778,1.33423973901964,1.1606452041119,1.31591384985712,1.48899439616429,1.08490763803518,1.41472737263326,1.01977131173624
"330",1.48775040244124,1.04176273717158,1.37406627653158,1.15935229047816,1.18198704076343,1.39949216488322,1.28341792872264,1.62604139426328,1.34258198623892,1.16691038762519,1.31638310322638,1.49661925171379,1.09010105446599,1.40249610588597,1.0193281451732
"331",1.48075487483624,1.0484182700957,1.38210803663163,1.15942871269853,1.17162460641552,1.3975311005574,1.29357012016739,1.61046510130195,1.3425753879167,1.16916673677736,1.31573171991725,1.4998681058697,1.09884695574507,1.38792879588309,1.01988113770972
"332",1.48182947694429,1.04887922215374,1.38211840894464,1.16116890539909,1.16343153039804,1.40645041773888,1.30034153841222,1.60778634691894,1.34229421603935,1.16918969121795,1.31888492528037,1.49857390047387,1.10288454291244,1.38581859886302,1.01978176789208
"333",1.49122283806408,1.04515475956292,1.38648503645197,1.16674571807675,1.16108041992477,1.42484219741702,1.29855989220466,1.61343013607377,1.35246752384656,1.1709866013675,1.32801076444833,1.50025323679464,1.09954928606021,1.39797154980676,1.02145141664708
"334",1.50510263377577,1.0352035268937,1.38620891565165,1.17323807023273,1.16014259941112,1.444342116942,1.29073627013681,1.62244000762768,1.36619498299679,1.16995323059579,1.3330442327061,1.50489309899956,1.0922880551436,1.41648618030414,1.02485926622182
"335",1.51516741580581,1.02036713263743,1.3899828521922,1.17859911839173,1.15376866697676,1.45403387129986,1.28377949052185,1.62645475536681,1.36522715256222,1.16975237660384,1.343408386254,1.50710122518533,1.08913984096508,1.44396092356481,1.02375806475231
"336",1.52845477932247,1.00578838753431,1.39063637218262,1.1822240679915,1.14482140137268,1.4667667143187,1.28243365723988,1.6251818268493,1.36203664346441,1.16914515442959,1.35124180442989,1.5075097973732,1.09262517383197,1.45994154944018,1.0242618637407
"337",1.53604438877906,0.993701400338294,1.39181046025077,1.18816944189334,1.12752041047148,1.48000046489737,1.28940201862206,1.61885705036264,1.36242093576155,1.16916313438015,1.35487898294423,1.5089251834957,1.09548993208446,1.46018580281379,1.02464012062085
"338",1.54074416360805,0.986070759075735,1.39271365589432,1.19328713000052,1.10937530273907,1.48717736799523,1.29489036436882,1.60815752817663,1.36025656315888,1.1691455092683,1.3580862045441,1.51008504081528,1.10158440008018,1.45058037698304,1.02358863326363
"339",1.53916861586582,0.981806937423905,1.39310158955983,1.19449151171963,1.08790083942049,1.48811662675449,1.30231462976266,1.59417107863177,1.35916105032835,1.1683904508426,1.36093177452102,1.50767179652953,1.10971161242152,1.43176826490056,1.02306295352662
"340",1.53417444394068,0.983355791249458,1.39312098796586,1.19296749635361,1.07381720951744,1.48714373843297,1.31257135804216,1.5759021589283,1.35911220227575,1.16709584697938,1.36164760618001,1.50272547515994,1.11838400886364,1.40809980942176,1.0216359051899
"341",1.52531508256697,0.987789846363608,1.3918335891017,1.1905643492102,1.0659636985955,1.48313909063843,1.32386143915183,1.5579599347384,1.35737212736439,1.16613195979678,1.3598629258951,1.49604765544219,1.13054565609988,1.3851431128541,1.02070590506196
"342",1.51585137185227,0.989521237458673,1.38631397485061,1.18696323522708,1.06806537259339,1.47731937324635,1.3339150671755,1.53777036145192,1.35504131350531,1.16251497478882,1.35359307317717,1.48559823312934,1.14002207777997,1.37338506080659,1.02097625477171
"343",1.51143910936928,0.988343971056499,1.38098982301777,1.18503057470941,1.07645184018488,1.47291211914161,1.34112077202008,1.5211079590222,1.35240756949322,1.16272235091876,1.35019266677404,1.47265816842066,1.14178311812777,1.3683100632827,1.02125582897488
"344",1.51186843995427,0.990581557263869,1.3823343267999,1.18403274615561,1.07892546984596,1.47294616969346,1.34240774399307,1.52389733987788,1.3527107270547,1.16192114434362,1.35027014432802,1.47064812883716,1.14135828634108,1.36575335279154,1.0203695623103
"345",1.50758974166187,1.00236388857578,1.39489578495484,1.18797753552592,1.07385915155976,1.47626600846088,1.34130833092402,1.54585296415894,1.3553763696856,1.15522812729968,1.34997194492503,1.47679292243771,1.1474669693373,1.35359022699985,1.02066879836253
"346",1.50137132312244,1.01878914287501,1.41534908470704,1.19843106352555,1.06867685092329,1.48532568029034,1.33725601717053,1.57215564521998,1.36114562038036,1.14352994899544,1.34905811117816,1.48360562635356,1.15651638871317,1.34118288041012,1.02253807246573
"347",1.48731164001357,1.02694705536,1.43290460758463,1.21279646363537,1.06427634368428,1.49778879317288,1.33308094975146,1.58894655063566,1.36796067508793,1.13127293645101,1.34962812236273,1.48891835637946,1.16973398228858,1.32333339590151,1.02444932377455
"348",1.47710875676408,1.03783726747337,1.44653237354006,1.21951624297997,1.06438326140581,1.50797463413185,1.33172803445241,1.60611508269458,1.37628733756979,1.1227160843533,1.34923816871976,1.49314934451675,1.17548185265243,1.30394356126323,1.02531680571037
"349",1.46575085875853,1.04532372121396,1.45696060409253,1.22535375674031,1.06428420343109,1.51869658496844,1.3317417712422,1.62319520620524,1.37806187192729,1.10993775614858,1.34839720601833,1.49415757627614,1.17858660319587,1.29179449262005,1.02307940947914
"350",1.45777907857352,1.05002796651147,1.46458109506033,1.22904695124788,1.06461447367885,1.52655435380453,1.3317966218789,1.63039643507946,1.37848911300585,1.10331414266982,1.34845975492748,1.49374229480977,1.1780964043413,1.2816847217273,1.01871471442644
"351",1.45699000247735,1.04962188027504,1.4659857705458,1.22580327848928,1.06436428271955,1.52931772452503,1.33097611093889,1.63225714392564,1.37779909341506,1.09993298661938,1.35131447537587,1.49095757567159,1.17519776136422,1.27734568800403,1.01387451201685
"352",1.46115823979055,1.0452036669841,1.46092775184813,1.21427030222373,1.06343383345578,1.52666298840187,1.32909391586954,1.63150819807406,1.37613755703352,1.1010255839951,1.3548904033994,1.4874449085393,1.16862643065583,1.27935781925203,1.00771220484786
"353",1.47124211424186,1.03912747758097,1.45418385373592,1.20061251559775,1.06569101911329,1.52126852118735,1.32705331542511,1.62738419243641,1.37355901515423,1.10965319523941,1.35708475944439,1.48396358838588,1.16049561676385,1.28866155596994,0.999777294611765
"354",1.48249453053739,1.03015443665128,1.44404303165951,1.18074902900677,1.06824100542626,1.51231685235537,1.31967995672657,1.62032777573066,1.37044308364851,1.12269412596545,1.36228317094585,1.48626428573342,1.14893222712595,1.30052609153284,0.991881676934495
"355",1.49726205021024,1.0251811203972,1.43613265727332,1.16286739742107,1.07069675707086,1.50281859191893,1.31919334920587,1.61615900892135,1.37272961683937,1.13831440470832,1.36945248938417,1.49296022359487,1.14231081333333,1.3150361429188,0.977346190844113
"356",1.50987973823546,1.02358123287413,1.4309345534908,1.14630855952672,1.0708191586277,1.50055583909592,1.31846932262984,1.61612257122719,1.37755023596398,1.15086521812451,1.37152804604205,1.49271877772592,1.14510089883819,1.32380375075557,0.975895362578881
"357",1.51730176692578,1.02356553950639,1.43279868590928,1.13451356683064,1.06739803728268,1.50327268661532,1.32096935798689,1.61463072133293,1.37600358168817,1.15554069490389,1.3716302398804,1.48391248792516,1.15407412757483,1.32523439714277,0.984602713761364
"358",1.52107557083588,1.02663361481365,1.43805623035803,1.12483132145147,1.05792465995467,1.50456299708976,1.32491512977597,1.61327350146158,1.37074545269106,1.16024201104951,1.36942405388314,1.47218212428583,1.17561974118235,1.31288911969867,1.01035779787545
"359",1.52625037027359,1.02777038277065,1.44181160672953,1.10989357698883,1.0544837168802,1.50711606480213,1.33232694359634,1.61306771228761,1.36857965196384,1.16986256934166,1.37402510320632,1.45743888459548,1.1938287821665,1.29995133547345,1.0363128601457
"360",1.53892372044239,1.02788543133486,1.44321559275358,1.08721799753835,1.04732928159672,1.50716270531689,1.33662533072599,1.61299488219022,1.37287661970799,1.19153334138376,1.37425112526456,1.44329169336834,1.20658472319478,1.2943307554252,1.04927602561379
"361",1.55298684184518,1.02758113408013,1.43942905174183,1.06497275378272,1.04038050213724,1.50489873491822,1.34093189267889,1.61319324685166,1.38114104249092,1.21055670432703,1.37441630968205,1.42754615689313,1.2170619424496,1.29759461657721,1.06154414671811
"362",1.57049711269996,1.02763378306966,1.43298754243992,1.04281180786091,1.0346263210574,1.5023402116799,1.34815457033625,1.61321566803878,1.38562793588769,1.23184821020868,1.37368258573802,1.41720406709191,1.2257137002052,1.3066195947278,1.06704771574942
"363",1.58456156149908,1.0275988289704,1.42635005437168,1.03076301700591,1.03377457763019,1.49959040225452,1.35033023824481,1.61294914297705,1.38758237917648,1.24711516076524,1.3737316124386,1.41833267416269,1.22898963098771,1.31917522756367,1.0642019909696
"364",1.60004878959081,1.02744977433074,1.41871133181947,1.02742715539724,1.03498437772013,1.49670447570594,1.34844724328364,1.61055135844265,1.38524973596983,1.25933760889515,1.37273586304168,1.42678191279641,1.22960021577254,1.33500040176231,1.05606430605674
"365",1.61016815913881,1.0285434396846,1.41091815545643,1.02783233979696,1.03846879490993,1.49135131580054,1.3447379706259,1.60679806374989,1.38168290015109,1.26972020817327,1.36959172719457,1.44031013676266,1.2286653367981,1.35608844658812,1.04678600360048
"366",1.61851442192945,1.03582696938365,1.40491169473447,1.03218842006116,1.04322460803314,1.493366008125,1.34318945325051,1.60415337403232,1.37239346219283,1.2777411525498,1.36569961236139,1.45652517308915,1.22798440945886,1.3690485512194,1.04168713964352
"367",1.61686314834988,1.0438659377858,1.40435069738546,1.04815719263791,1.05019863696722,1.50143776042402,1.34396680479358,1.60136711008536,1.37042381988121,1.27060106941747,1.36108405595635,1.46348778816531,1.22823751674765,1.37181139868202,1.04043672739976
"368",1.63581535127192,1.04407022126976,1.40434224568552,1.04867346278803,1.05142107126363,1.50881993544286,1.34379125995144,1.60157222414855,1.37176097299328,1.27476152571551,1.36398287207826,1.46381236982204,1.22746681531504,1.3710284933232,1.04082208452047
"369",1.66334548635222,1.02917008655767,1.40868026246649,1.03686766861435,1.04876234202389,1.51038002013648,1.3451631129005,1.60257216567806,1.37526602759637,1.29332602128153,1.38048341021539,1.46147358182463,1.22581214889795,1.38078469713097,1.03625620702633
"370",1.68506780907282,1.01298061165004,1.41288292231274,1.02148894636667,1.04164617231124,1.50859983845866,1.34480120422452,1.6025336651305,1.37434695366356,1.30468891810727,1.41431595371507,1.45266564083697,1.21706630984646,1.38640815434603,1.03313645007761
"371",1.7073887474531,1.00362149879923,1.41530113315726,1.0045002784693,1.03265555002429,1.51495676018229,1.34457594135908,1.60472828489239,1.37682221392551,1.31649848976313,1.44545243006531,1.43902478471784,1.2093689426545,1.3932974576638,1.03432377409394
"372",1.72029323132119,0.999872562544069,1.41697108569016,0.997062222994486,1.02997168733553,1.52585348202047,1.34445291650491,1.60482982842714,1.38153187267776,1.32374953410693,1.47375862491478,1.43093277169432,1.20307624514566,1.39567150756673,1.03575680135182
"373",1.73617024885461,1.00006614891518,1.41708540087671,0.994454590981416,1.02893183363833,1.54133424178506,1.34320041809184,1.6047863861141,1.38729712976021,1.32599208999385,1.49758636150369,1.42662154360935,1.19540203925624,1.39765622934243,1.03451669015996
"374",1.74334537246647,1.00294013317181,1.41678089374801,0.993591335649819,1.02900903439639,1.55500258034551,1.34073834810321,1.60494065734862,1.39051109864376,1.32578680955953,1.51000490517735,1.42656254967619,1.19125099242675,1.39849700456667,1.03403700931726
"375",1.74787129078374,1.00748972887116,1.41536593138304,0.993638206716597,1.03163110261825,1.56546074485988,1.3362486804308,1.60849225394621,1.39155338859268,1.3231010730257,1.51072582972727,1.42952994447746,1.18820204177542,1.3966663051364,1.03448681808314
"376",1.74782074143365,1.01063827860671,1.41445391297899,0.99815898498164,1.03570289421477,1.57459839672605,1.33232814757575,1.61303379888038,1.39116895655556,1.31749816888068,1.50227675563211,1.43349876198334,1.18976967856284,1.39173224051338,1.03542762520747
"377",1.74502003657406,1.01289529014576,1.41559057298928,1.008523493652,1.04442724324618,1.58328892249925,1.32829401851688,1.61666914071588,1.38940563619887,1.3084931704324,1.48761166106892,1.43638025506829,1.19317105988713,1.38545027071958,1.03690638699494
"378",1.73981085644162,1.01071323741948,1.41595183457428,1.01773119321405,1.05582007209838,1.58354470542672,1.32044950765754,1.62513903249131,1.38473576198492,1.29559539798932,1.47273655416569,1.43129331289018,1.19758130038371,1.37336846235038,1.04169746384729
"379",1.73967458715509,1.00823768692354,1.41503676862971,1.02177638450609,1.06496358190899,1.58428016575634,1.31361250863965,1.63159765268809,1.38476391707924,1.29147272369362,1.46043608692068,1.4249240840143,1.20346498470608,1.35883178164019,1.04743202194305
"380",1.75235205465578,1.00985554389166,1.41655672477487,1.02130122845093,1.07373303714508,1.59061529843986,1.31495424378514,1.63425575493586,1.3827688160198,1.29072607885923,1.45999757253188,1.42348964949366,1.20626790071591,1.34614745938398,1.05039147373629
"381",1.78038480068155,1.02410291810388,1.41170351567264,1.01568488613795,1.07231110915799,1.60072243028905,1.31583684835649,1.62880323486618,1.37131892417288,1.28929203295464,1.45833618561163,1.42920822716779,1.20343023257381,1.3430000710206,1.0494289945162
"382",1.81271500364755,1.03479942086506,1.40688235692106,1.00429188747165,1.06496726347531,1.62112704459065,1.31476736807612,1.61527918613386,1.35964578539128,1.28736632270777,1.45852031737965,1.44250768801195,1.19554152608292,1.33762691362542,1.04252096408923
"383",1.85062575560765,1.04436024882941,1.40254290368916,0.988417232326638,1.05740535402821,1.64089547751283,1.31405191218559,1.60215780699556,1.35600972423834,1.28568712054971,1.46038953130437,1.45000589622215,1.18444697244132,1.32805101717169,1.03732136285843
"384",1.88343977341121,1.0488442712914,1.40158353733408,0.973282487911776,1.05239612881758,1.65298769829231,1.3140595011007,1.59462929616295,1.34926480066014,1.2856620610353,1.46226385492807,1.45484568008579,1.17659435449868,1.31121880378892,1.03742269888608
"385",1.90955342508119,1.05312778241197,1.40118733868034,0.964598391745559,1.05302330952642,1.65994090435232,1.3102693628427,1.58961646830621,1.34417750514418,1.28388053717032,1.4626838755446,1.45773525092963,1.17398647320382,1.29563965394935,1.03905482443769
"386",1.93286673496364,1.05605302468095,1.40170492566826,0.958707239482827,1.05630200025294,1.66420196998636,1.30776304169095,1.58831293928742,1.34324570544957,1.28376759838497,1.46148468017842,1.45574586795645,1.1726631906727,1.27807526108968,1.04167162911291
"387",1.94155146591957,1.05631911933721,1.40228089202208,0.957483373554312,1.05949474073889,1.66702201826118,1.30817952259262,1.59222707361269,1.34614165877821,1.2846854241698,1.46061467340953,1.44990976920829,1.17328248296004,1.25677972081672,1.04516789784823
"388",1.93857859464999,1.05543475755936,1.40103277985987,0.961685296685871,1.06589873178655,1.6673065536796,1.30806849270759,1.59990633208846,1.35019381881183,1.28463883771377,1.46050860981588,1.43955706057994,1.17352921348953,1.24406108455728,1.05128953869776
"389",1.92649661658697,1.05547056907361,1.40014903352733,0.969334146669166,1.07196237235682,1.66560521647587,1.30927396537653,1.60892235752554,1.35389816418947,1.28420387420907,1.46165072649524,1.42869266008592,1.17412355767399,1.23527701242116,1.05838889388746
"390",1.91401477195209,1.05201218591314,1.39656321787298,0.981605781443826,1.07776988177362,1.66287359676209,1.31128186976607,1.61999059197187,1.35845025984495,1.29093574610357,1.46532018705483,1.41986375050086,1.16776214327283,1.23330870883654,1.06423140122673
"391",1.89948104936773,1.04522687463675,1.39520440146602,0.992551631419613,1.07599480149866,1.66124231111503,1.31715210135399,1.63196175529698,1.36270749873328,1.3001516607881,1.47061120693317,1.40977578723303,1.1642762954854,1.24272809104555,1.0687204246743
"392",1.88628866271186,1.04173134183095,1.39434122218069,1.00102689455905,1.07584858460606,1.66180873248228,1.31689184664058,1.62879338945634,1.37024645783698,1.29832059835189,1.4710256599083,1.40484430306417,1.16217302170022,1.2433514316607,1.06830116958674
"393",1.87656572426,1.04292364109932,1.37710670553928,1.0001075536794,1.07822538913354,1.66509056511463,1.31476108120573,1.61455509270754,1.37054335083016,1.2863359513809,1.46269600406856,1.4057849795953,1.16701578211598,1.23074863147153,1.06133800016421
"394",1.87167068911422,1.04803580868482,1.35483608564586,0.994208476480323,1.07713315123434,1.67366972868501,1.30274016986536,1.59030234947791,1.37020566428685,1.2628830250835,1.4476220430642,1.40794858902342,1.17929825095419,1.20808342559674,1.05259424235028
"395",1.86293619888588,1.05099084524866,1.33827453711087,0.991155910220721,1.07094276678249,1.68673576382222,1.28910598708343,1.56849559077621,1.36986069961144,1.24322725020327,1.43356332671601,1.4086054866826,1.19055677186647,1.19670857335468,1.03699028996755
"396",1.84688126762275,1.04885038015735,1.32767744803776,0.99437825945268,1.06720984743541,1.68958818357898,1.27807995449528,1.55740144609096,1.37064718067989,1.23553308121195,1.42093951725893,1.40812742502377,1.19686471850493,1.18821658532087,1.02022527361077
"397",1.82916053598685,1.04758211850904,1.32008129749609,1.00362950135883,1.06371885360751,1.69104757813869,1.27027007287018,1.54929030921675,1.37437681116692,1.23600256563647,1.41030577041344,1.40696400970548,1.20386496434391,1.18691514476027,1.00864873302026
"398",1.8099799567575,1.04658064990058,1.31083545269381,1.01251355039037,1.06132123825604,1.69167914894318,1.26721287980892,1.54706734451194,1.37896042023076,1.24242769008597,1.40636882709134,1.40219270561027,1.2074140151912,1.18666466296965,1.00041489973045
"399",1.79802011930766,1.04474404685671,1.30916478037208,1.01901406039879,1.05773276930813,1.69200179977128,1.27014002871,1.55276487030097,1.38238849582205,1.25038738984216,1.40993116492325,1.39711466753406,1.20719331723219,1.1899394426128,0.996455239995781
"400",1.79342715283602,1.0423559106284,1.31096414853157,1.02504448653703,1.05881487684919,1.69061623763626,1.2736496377049,1.56228597519411,1.38328147184502,1.25936191543167,1.41698628081219,1.38889459519032,1.20466539561751,1.19622744423098,0.995255421631382
"401",1.78911400693845,1.04022352100443,1.31291617249206,1.02981735006981,1.06295303746774,1.68619629714549,1.27981264886386,1.57402682052171,1.38163043512208,1.26887019598277,1.42628062880278,1.38604671510117,1.1989939804438,1.20730437546154,0.997632623431317
"402",1.80245408100974,1.03766040769652,1.31501324766931,1.02694203592016,1.06853069668584,1.6802169068132,1.28876146786949,1.58270993000954,1.37663198833245,1.27758340845231,1.43780144450294,1.39287357080694,1.1928251170316,1.2161958673611,0.999111183006249
"403",1.81575439133135,1.03970557802675,1.31796421481116,1.02404373017281,1.07653438650864,1.67329553666328,1.29748432709267,1.58528217877106,1.37102469590938,1.27685993404601,1.44969521714906,1.39933138014424,1.18676877057201,1.21882851436306,0.998740628505095
"404",1.81235285468604,1.04162599618649,1.31799665231921,1.02489155088565,1.0799064016025,1.6719796993591,1.30480574772747,1.58623534329753,1.37041606991821,1.28198651240228,1.45712028076255,1.39307717616274,1.1871383337789,1.21665446768951,1.00072135198843
"405",1.79545769434743,1.03753297894508,1.31891981676246,1.02776049405183,1.07634823242526,1.6765131031903,1.30367078457172,1.58553405246296,1.37762044623008,1.29341731732109,1.45293904839716,1.38159970946854,1.19219067403628,1.21696167617998,1.0044140030317
"406",1.75867268857793,1.0249655921819,1.31798409722423,1.03520566604269,1.06800812973454,1.68765356886365,1.29737594644006,1.58395151578261,1.39206878355815,1.29485586602815,1.44442195936324,1.37218937984017,1.20002655282852,1.21241106410088,1.01135075821823
"407",1.737441645449,1.01941981068194,1.31864312834108,1.04525953421245,1.06306017226799,1.69891207093895,1.29349146126175,1.58200279177469,1.40979244835937,1.29354339650968,1.43570146793448,1.36478008177117,1.21250470248892,1.20447201426347,1.01410548732064
"408",1.72316728246268,1.01601584314213,1.31909589628986,1.04990174033651,1.06755196930741,1.70389820379028,1.29694991050052,1.58074262848405,1.41941804206775,1.29528092320213,1.43294554600834,1.35954484520656,1.22133094439407,1.1951804402263,1.0181352931555
"409",1.71732525609825,1.01277825267711,1.31830904393626,1.0526760102752,1.07677853927618,1.7029366798102,1.30696329930398,1.58089435371103,1.42942371233231,1.29424974823067,1.43300992823235,1.36221620132811,1.22608324684724,1.19132425927597,1.02240569071187
"410",1.7152752164285,1.01075725200719,1.31807118090879,1.05577496303631,1.08770175554554,1.70181905452379,1.32052537295282,1.58338032936144,1.43107850013332,1.2925318452312,1.43703467156596,1.36752891798728,1.23042193342686,1.18926716579356,1.02647329360192
"411",1.7197599102323,1.0103444832052,1.31731525560236,1.05895246425843,1.1010018163645,1.69701606531694,1.3300297339901,1.58616461097374,1.42718232605619,1.29149894913815,1.43897303767506,1.37174762314076,1.23205306829352,1.18897120598199,1.02526299365889
"412",1.7285466372725,1.01042917068112,1.31553231288965,1.05790765433457,1.11500876776234,1.68929257701709,1.33982218916478,1.58698119934521,1.42033817344828,1.29187840640313,1.43972367070293,1.37413067434346,1.22996317100539,1.18892090474537,1.01911291419245
"413",1.74218616053183,1.01103228225731,1.30742954283414,1.05246759417643,1.12156244812713,1.6818962489334,1.34526644834636,1.58760044728993,1.41022301342606,1.29323874771162,1.43997829222617,1.3765800828172,1.22605089831312,1.18851656458849,1.0125026950661
"414",1.75578150010461,1.01167228469237,1.29510994325118,1.044068448153,1.12672817095746,1.67840820151598,1.34481574143999,1.58816406881022,1.39671096959557,1.29479522829588,1.43269318825394,1.3748377621438,1.2189735916743,1.18802423607242,1.00707360293014
