"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"497",1.57947302037893,1.13156942979551,1.0849995659434,1.3703070689306,1.48333148718435,1.00608842102621,1.09898646462068,1.27225241815584,0.950074362893736,1.40851375195857,1.73986651527157,1.21564757824214,1.21517700506604,1.22927173779932,0.987366674982294,0.906597998014349,1.67599011557385,1.62671792423638,1.47677401619639,1.26470009495254
"498",1.57723835504157,1.13285009944671,1.07954597719954,1.3663250649236,1.48674064071338,1.00572982120645,1.11380478309396,1.26756588785372,0.952802672685932,1.41549350395229,1.75637677606579,1.20184721772554,1.22717098303525,1.2161058628636,0.989073734923028,0.898466600282945,1.67480541231273,1.63452134330753,1.46789186979442,1.28003061531164
"499",1.5849718151322,1.13563094271173,1.08202122831399,1.3666619716504,1.49074969036952,1.00455917959043,1.13417283390362,1.26657528106729,0.96072512453904,1.40648725336052,1.77349793638655,1.19710099325209,1.24233679065096,1.20682177208605,0.991375200908119,0.895655744390574,1.67156368765114,1.63451769151564,1.45600534367037,1.2991395214062
"500",1.58906636819939,1.12534520299926,1.08310936538615,1.36639783532861,1.49313278373753,1.00461923456857,1.15137487946648,1.26880370516463,0.965233436008096,1.37846873192323,1.78415869747877,1.19687367438661,1.26800561424781,1.20494131113557,0.990968550951813,0.897234431328066,1.66980135317635,1.642157239423,1.45443693932277,1.3194661672405
"501",1.5894415596875,1.09991067003107,1.08043273999674,1.36262448426237,1.4903297403729,1.00402401583815,1.15613182209065,1.27096713418013,0.953929316735076,1.33817638528481,1.78044493140858,1.20069366852724,1.28729672924637,1.20652639000182,0.989876814345493,0.901305609956862,1.67586789178836,1.64931733291341,1.46438617145169,1.3349578235103
"502",1.58693269232607,1.06371270707147,1.07761278332995,1.35387962449731,1.48247802393147,1.0030281236227,1.15122941899521,1.27820962808372,0.939692054957617,1.30271985673681,1.7706640121066,1.21310869539439,1.30595402429686,1.20990998610872,0.986108764541235,0.907554139820237,1.68420702396523,1.64873103695122,1.4855840928439,1.34319192473787
"503",1.58657576555792,1.02694216956007,1.07387338545178,1.35271088567836,1.47194398970649,1.00025055344163,1.15278829014567,1.28848692569726,0.924820772253788,1.27949115122728,1.76550437213301,1.22805841003077,1.32606980774219,1.21436247010842,0.981454377500922,0.911376150820846,1.69030191208725,1.65014999613684,1.5053855080124,1.36150610200228
"504",1.58697889161102,0.996535928527489,1.0713453923253,1.35197490567081,1.46880941228799,0.998729570228494,1.15618000249273,1.3041417852158,0.914856837038218,1.2650014279651,1.77463510148505,1.23682738287721,1.3530471473166,1.21757628909508,0.975887657287954,0.917216181166781,1.69543405832596,1.65411424751113,1.52112486635405,1.38366247152032
"505",1.5876354733755,0.967770537823069,1.06793218529976,1.35142595994321,1.46598266026148,0.997358883133744,1.16414793839888,1.31846328736832,0.907968535575021,1.25624013796198,1.784900098627,1.24099115097263,1.37336994358742,1.21922635410496,0.972396591647655,0.923869231666866,1.70017773186321,1.66002770179896,1.52844059522699,1.40634547110732
"506",1.59132577995006,0.949716931132266,1.06749940815317,1.34923680476936,1.47075276565165,0.996005935971414,1.17493306295881,1.32703451341481,0.902389365652986,1.24994467835574,1.79741369718005,1.24317918337247,1.39242994292475,1.22013884074891,0.970014855188152,0.928448267330153,1.70271559749438,1.66151998879901,1.52428406633894,1.43065991520288
"507",1.59783385748244,0.941402225069615,1.06619938433923,1.34522308888522,1.47763462449292,0.996523593362058,1.18611045257717,1.33088118919978,0.903498378768521,1.24433275593925,1.81239866507315,1.2427403564014,1.40952505495671,1.22020349527042,0.970430919617755,0.928893933250395,1.70186477855336,1.66544371695679,1.51088101940178,1.44655494250542
"508",1.60939884820022,0.94232107905184,1.06505590399079,1.34431749203662,1.48295952307103,0.998070997597868,1.19710644042636,1.33315175959194,0.906930943526993,1.24357992340507,1.82875821208559,1.23939918077178,1.42410820216923,1.22031255151009,0.972806440331591,0.928937467555296,1.69888868024947,1.66725106589731,1.49459505687706,1.45818928788606
"509",1.62514262350948,0.947055356449924,1.06376917975181,1.34607571561766,1.48940308912625,1.0029643838011,1.20652951985064,1.32941236173339,0.913137199220852,1.2445182143206,1.84686480141329,1.23322217627624,1.43677381275869,1.21640560965647,0.975456579129586,0.930114379953559,1.69535193861997,1.66462530404724,1.47803100447485,1.46672574996308
"510",1.64225374259822,0.95587881414995,1.0712831624993,1.35063507092809,1.49505675212405,1.00548235251883,1.20379507181999,1.32393075388516,0.916521926166511,1.24676736706647,1.86482222616475,1.23055729290157,1.44853086998072,1.21258483080765,0.977978955087039,0.934112673712826,1.6929115089114,1.65961036793599,1.46162548096899,1.47335451948619
"511",1.66294094351908,0.964823449830701,1.08278603913303,1.35382430897746,1.50213785945056,1.00515961966269,1.20539066252848,1.31954418238995,0.917062262693259,1.2469725751081,1.88333593377453,1.23427284669538,1.46257889612099,1.20896691358509,0.976233260899068,0.940281472362821,1.69375015616166,1.65643883125616,1.45128871532673,1.46977744173282
"512",1.6843285908683,0.967309243096711,1.08719538224841,1.35297970807965,1.51645013031915,1.00658450445629,1.21612661849911,1.3200450580171,0.916104817463628,1.24707997811839,1.88643740637538,1.23664009773949,1.4625280172142,1.20944646908131,0.976208445514848,0.942854384959206,1.69382573935168,1.65915326448312,1.44741827479316,1.47643858321472
"513",1.70055907637269,0.962570660636246,1.07989009887878,1.35036381962642,1.52345944834862,1.009752287134,1.23881086982817,1.32368399957168,0.917312801391482,1.24621793886693,1.87763123018204,1.23350185597993,1.47052259629487,1.21036317805402,0.977555206784776,0.939519336554235,1.69218087306339,1.66294903855597,1.4474299632084,1.48160104038197
"514",1.71476378959641,0.954477571461152,1.06550836492442,1.33805117841856,1.52718827063565,1.01780878348959,1.26562790609603,1.33087640642966,0.919569259679137,1.23827435242154,1.85668553625292,1.22384993871282,1.47454096306168,1.21333225627806,0.980627077211884,0.932309119871523,1.68452278357083,1.67143940298668,1.44766613914647,1.48520850098466
"515",1.7345433634446,0.944377308075022,1.05264602517528,1.32121664295192,1.53255263340456,1.01374467177466,1.29784588088725,1.33833340927675,0.917148634911916,1.23526070769271,1.83374245276434,1.21613088404896,1.48103749661656,1.21198365711451,0.982946204175278,0.922133551025783,1.68050190641439,1.68132249024307,1.44806081086258,1.49539469421391
"516",1.75538374440847,0.936062090658953,1.04488371843007,1.30588861781064,1.54065516420455,1.01074824141043,1.31914527214078,1.34445328872732,0.914906131355468,1.23496970820516,1.81473500426433,1.20880406971514,1.48016386163465,1.2121871359564,0.987638730729115,0.916451172419343,1.67872007446306,1.69039092298514,1.44768937556927,1.50651458162909
"517",1.77526125687322,0.929805331819349,1.04682826239095,1.29446414948558,1.5508789950369,1.0091423143634,1.33024383682792,1.35229792398544,0.914652771771205,1.22962816774554,1.79991791377409,1.20506972270339,1.48846247971038,1.21258884445604,0.992211686776113,0.912166526204911,1.6763985499192,1.69973698423407,1.44528574514578,1.51631334279203
"518",1.79222652721369,0.931973710630318,1.05196978434193,1.28889505189073,1.55709201502181,1.00916918932916,1.33500840928443,1.35435892181469,0.918782945792771,1.22862927155087,1.78915008836323,1.20679496321644,1.4961042683312,1.21138751857949,0.995371880277549,0.910752075692199,1.67445618529381,1.70286773184594,1.44311163631984,1.52165294368859
"519",1.80282366581303,0.939826884941382,1.05861214425188,1.28711735501317,1.55328374847545,1.00930977964523,1.3356027232783,1.3538169134023,0.922359232805405,1.22778003830879,1.78328903137657,1.21033691024495,1.49900544201744,1.20537820415168,0.995864710652291,0.911490456811114,1.67445584902328,1.70421501379065,1.4407387475915,1.52515945756948
"520",1.80882625668195,0.94739398165399,1.07020235168866,1.29060753116001,1.54921582275013,1.00835961541095,1.33347905141188,1.35248484420777,0.923272484637526,1.22799344903197,1.78308099819701,1.21436221531347,1.49875121298951,1.19945307705852,0.995147324416417,0.911684158739095,1.67529480396335,1.70345983010574,1.44041698027397,1.52597710440268
"521",1.80991669783685,0.959432158509446,1.08452016539984,1.29576179984224,1.53878713726048,1.00507300247418,1.32685042490804,1.35006331710481,0.92203163339665,1.22872879319944,1.78847747374766,1.22177894776661,1.4987625724712,1.19263580102456,0.991691163132758,0.909183268662325,1.67733710782671,1.70109639498303,1.44074689572072,1.52290581874669
"522",1.80859909045977,0.966331770140859,1.09522466971624,1.3031514798651,1.51734536053151,0.998214861766454,1.31972959488792,1.35053541740197,0.919100867494585,1.23176258513007,1.79242243853792,1.23055819067117,1.4986459283293,1.18938114934631,0.987685719132846,0.901674287715966,1.680927709724,1.69723397493635,1.44389428127455,1.51879598262476
"523",1.81245021295306,0.960762912250597,1.10306890547475,1.3045441196541,1.499161565723,0.995542848349257,1.31225823228986,1.35811370634754,0.916206304739939,1.23675695487721,1.79077901758864,1.23915232257563,1.49886067089677,1.18917026339726,0.986346408006308,0.893720163527946,1.6828178860267,1.69605657778529,1.44436131511153,1.51662883476461
"524",1.81341139069633,0.960205316681972,1.10317702828977,1.30421090345917,1.49949566329616,0.995494079620083,1.31053859517232,1.35782109671332,0.915179218900361,1.23868145578686,1.79879795195535,1.24263272831636,1.49794320712016,1.18897415820268,0.986756907630325,0.896915007968651,1.68261329685744,1.69603589004045,1.43727974209086,1.52221012409919
"525",1.82561877251395,0.969289028701297,1.10326445856435,1.30499740345995,1.52452015825807,0.997027802669464,1.31174647703535,1.35003675985528,0.917616625134148,1.23388175543549,1.81652258634694,1.23573852738743,1.49308537653553,1.19214717116284,0.989102780685559,0.905781393400689,1.67733288305732,1.69444401401187,1.43253629716943,1.53700415993599
"526",1.84401265917847,0.985094436964324,1.10689468892919,1.30697544958858,1.5507158057704,0.994256844662972,1.31834915443096,1.3358362521372,0.926794442345907,1.22505481497381,1.8382032161553,1.2217894691231,1.4868655562166,1.19476948279022,0.985825541617536,0.925411409244816,1.66584873583078,1.69649729871832,1.41953971242958,1.55728047391217
"527",1.86809744154408,0.991737181398308,1.1110374588442,1.30652170992839,1.58419507069197,0.992849730917946,1.32309508691822,1.32225861431776,0.934184205809619,1.21023634690852,1.85653660518368,1.20086825466234,1.47867627427021,1.19757013511033,0.982487679617396,0.946525942810193,1.65914047110979,1.70073097928694,1.41413594333295,1.57785559176881
"528",1.88836496811452,0.996670534023137,1.11106163715592,1.30632939284126,1.61500602954152,0.991013234551316,1.32511737902647,1.30669671316619,0.946829778460266,1.20417412242522,1.88422437510574,1.18604611049645,1.47728587835017,1.20408182283485,0.978008070338585,0.961259374729298,1.65002214164114,1.70468508899333,1.41194968853346,1.5951264481432
"529",1.90767021645535,1.00162101958549,1.11329787990915,1.3061973316472,1.63633643823409,0.9902812707385,1.32920408137549,1.2944111174029,0.957247686122887,1.19944856917895,1.9046122004743,1.17573961761531,1.47325802950009,1.2052083372957,0.976963984141451,0.975399002368571,1.64358337041297,1.71125772607309,1.4139443170011,1.60456981902889
"530",1.92396867731413,1.00375409911482,1.11731546665777,1.30671026394233,1.64478197804671,0.991260886957602,1.33355033788761,1.28587731759235,0.964643657754154,1.19806109505306,1.91514434261098,1.16962980666979,1.47706401814676,1.2050471222467,0.974268668087066,0.984050181635086,1.64351668524284,1.71823811950434,1.41507624644992,1.60950182238165
"531",1.93625142788789,1.00216243169821,1.11828720972006,1.30820501454679,1.64996307876242,0.991272733412942,1.33495102856348,1.28179341728077,0.966834959987439,1.20310249455589,1.92175721177569,1.16817331706126,1.48073998519882,1.20469828432495,0.972836225724111,0.986860886512208,1.64311369653705,1.72159367869142,1.4151875498028,1.61209673936076
"532",1.94338192231786,0.996639588960632,1.11682479635604,1.31029389705772,1.65339848504818,0.989997516081549,1.33357155508318,1.28195023734055,0.964711611983377,1.21298520488312,1.92450449247548,1.16850958240381,1.48387998341701,1.20496256820467,0.972874599543169,0.986251127384469,1.6438890425388,1.72156930411434,1.41799483376024,1.6108334879854
"533",1.94065710750647,0.9877578042275,1.11355555462342,1.31411315593342,1.65193021912055,0.985520929787335,1.32871803729686,1.28528153024203,0.95781555767544,1.22068252386354,1.92404078155302,1.16877465531436,1.48350084948849,1.20508056156327,0.972266820201633,0.982763524317776,1.64519601383338,1.71833382137693,1.41788898602204,1.6065812776002
"534",1.936251830833,0.973713091545857,1.1070494309364,1.3175767164149,1.65206513520721,0.97938553156116,1.32559293922779,1.28983681897428,0.948469951422481,1.22814303015922,1.92205720257067,1.16675745289706,1.48027291366996,1.20965272524594,0.971536896427006,0.978443491889414,1.64536597376518,1.71472850637526,1.41701692981102,1.60065255501439
"535",1.93520481822081,0.966255713926606,1.10122256086013,1.31772992720252,1.65134657558457,0.974634446888421,1.32174420579181,1.2909761582167,0.938534828422335,1.23751676980747,1.9188483122604,1.16436533290568,1.47822100064348,1.21386143963378,0.970562287229872,0.974531712469766,1.64398472758108,1.71346030920894,1.41562057010321,1.5959301786859
"536",1.93729327095091,0.964434501661459,1.10014224378636,1.31721590431427,1.64107784158815,0.973249863902181,1.32309929075402,1.29055136635782,0.933434240266344,1.24057106072145,1.92342107132262,1.16551581397904,1.48004572960408,1.21376334542474,0.971112901322335,0.975930344837045,1.64392321958495,1.71504846076484,1.41560254467554,1.59321002086453
"537",1.94012112768533,0.967954955695257,1.10317968952935,1.31924316085138,1.61997393719947,0.978519828507492,1.32451077547348,1.29084151830935,0.934973600894882,1.24041400770667,1.93559557721998,1.16757909267787,1.48630107518744,1.21095693356787,0.970826121008935,0.975641609582661,1.64658824951509,1.71333616026491,1.41481515215692,1.59427048975741
"538",1.93873060413048,0.97738553873208,1.1092449224521,1.32877713030447,1.60328551148871,0.986698611130977,1.34019116623017,1.29607179591021,0.945242465353282,1.23956356722025,1.95886816828165,1.17815561413357,1.4935914040144,1.20484601768364,0.967184627109961,0.977499429704144,1.6513783494869,1.71120368510711,1.4139568160369,1.59799934009894
"539",1.93472130700507,0.993917149508169,1.11820238218409,1.33324663242777,1.59136600008792,0.994739525141221,1.35383350347475,1.3036278256056,0.95212313117007,1.23783466729231,1.985339302834,1.18994453961539,1.50666580711077,1.19801394148097,0.966559188497116,0.988089010291356,1.65272520509017,1.71712279788485,1.41092287628992,1.60196467117565
"540",1.93467657283662,1.00205651934859,1.12162796564661,1.34000105078476,1.58792438924094,1.00186206791705,1.36987532598826,1.31134833548791,0.956059150611961,1.23668438114884,2.00920229038797,1.19617366412148,1.5188598109579,1.19150763988822,0.967157001780609,0.996188648423529,1.65352076574828,1.72131513308649,1.41136692104158,1.60379377445236
"541",1.93574157202075,1.01028850254035,1.1257622456495,1.34712337263259,1.58777385799153,1.00884310869868,1.38685255372492,1.31498481393771,0.958759277269126,1.23653482270862,2.0324720438243,1.20416598335391,1.52857464210141,1.18641931747309,0.967928116689817,1.00648389678483,1.65351721865272,1.72216085174064,1.41142631129286,1.60430148618652
"542",1.93372731902244,1.01568847272034,1.12459322702245,1.34960250434909,1.58859069399823,1.00848141615209,1.39635041445307,1.31704871375777,0.957720081669488,1.23697106036657,2.04848861916178,1.20928356386731,1.5363291840847,1.18433434436033,0.968857886662783,1.01263341806011,1.65417618271045,1.72344596303548,1.41143715660053,1.60406918275508
"543",1.9342056210535,1.01416474108923,1.12095638933017,1.3528533936631,1.59195791538604,1.00222703026215,1.39884695841977,1.31434536817114,0.953702473893611,1.23670568352028,2.04940499476126,1.21093536125689,1.54041681323818,1.18431235937941,0.968906692814847,1.01343285924802,1.65343018002537,1.72509906419496,1.41060336118292,1.60214000317707
"544",1.93424604541617,1.00896311616886,1.11708368883144,1.35163563344302,1.59326319603146,0.993693480102378,1.39907707557458,1.31085802520513,0.946047324691876,1.23571509894593,2.04451203716081,1.21023365800448,1.54161729535712,1.18403489074115,0.968593589959578,1.01206900857851,1.65619906352245,1.7235459143939,1.40945779922386,1.59745885812136
"545",1.93501907462721,1.00089262801064,1.11325692914601,1.34719082823087,1.59282142944021,0.985686564186085,1.39694329800369,1.30400188034185,0.933452314327622,1.23251103556167,2.03288953723616,1.20607765354951,1.53675422231998,1.18286645481202,0.969385467086683,1.0036939111471,1.65358350483483,1.71938520780303,1.41026215163129,1.59590269092116
"546",1.9330271597655,0.997713948454023,1.10872060149498,1.34205082514427,1.59049156352938,0.976874666797709,1.39335711983857,1.29144153909405,0.92092074749113,1.22874702502597,2.02194195796594,1.20183736110929,1.52783417578963,1.18045613820086,0.969755799388917,0.993069069590538,1.65393407872095,1.71662473197705,1.40897745817636,1.5945794073785
"547",1.93166348656322,0.999305083081616,1.11291082693863,1.33728089869634,1.5883367741236,0.970188035690236,1.38936510691431,1.28902680447897,0.914321136868432,1.22676961380807,2.01374886015502,1.19756819021383,1.52141330157069,1.17703425979341,0.969699108367055,0.985775384962502,1.65020642920286,1.71602124565309,1.4142338667606,1.60240408399021
"548",1.93175110338156,0.997705363555179,1.11454100498935,1.33386704459341,1.58836049105815,0.967557041381684,1.38936064912882,1.28705835275697,0.913579251644321,1.22766645353487,2.0131048479012,1.1947954600587,1.51876814639759,1.17691778021961,0.969602736834923,0.985341495413475,1.64894535781413,1.71596581755556,1.42356064887555,1.61441632946198
"549",1.92977762925096,0.991739449333718,1.1133890108878,1.33736597680106,1.58753060814775,0.966250311994439,1.39169138840532,1.28920483018188,0.913234756829318,1.23439765307832,2.01621383042399,1.19486131551932,1.52180136245771,1.17920735065186,0.969248926147906,0.985954202596804,1.6508797938411,1.71606008138835,1.42762186292557,1.61788457736041
"550",1.92812031205989,0.981287739664706,1.11340708198322,1.34908143816967,1.58809498535734,0.966248132588256,1.38994326550776,1.28964096167899,0.91226672521438,1.24308038496955,2.02235582745382,1.19432772928799,1.52796294004619,1.18389943744653,0.968560616919806,0.985607162422139,1.65800321266392,1.71571781522829,1.42714803231296,1.61511068467481
"551",1.920384824587,0.972186730209601,1.11531204365545,1.36330894400554,1.58650972111271,0.967580194940511,1.38777281859546,1.29172610435676,0.91243655629772,1.25021327110964,2.02845421149107,1.19424538084799,1.53691029342919,1.19038451660468,0.968175082655743,0.986298985936418,1.66292623441946,1.71542342620695,1.42578486043843,1.61633332963346
"552",1.91714176983286,0.967133500460198,1.11355546068551,1.37193984471332,1.58429282395328,0.972390882160021,1.38790968416556,1.29246450850114,0.91237894304552,1.25768951656346,2.02825508777922,1.19452937216652,1.53961934240059,1.19529657346796,0.968722742273943,0.98525027160722,1.66466624577356,1.71396388524868,1.43335285991962,1.62723020304771
"553",1.91435175164687,0.961863364949674,1.11303609568358,1.37840214730775,1.58077100787836,0.972810785950227,1.38759313732223,1.29276584144063,0.912314256896526,1.26290404441819,2.02564707607046,1.19464477918035,1.54148893484013,1.19894472550629,0.968722031583224,0.979710009402633,1.66096176072985,1.7141233220167,1.44694053543101,1.64041727418723
"554",1.91413145184393,0.959667040551744,1.11317091334114,1.38148117288376,1.57507308608306,0.978514204725857,1.387835303507,1.29258752893872,0.913796947365964,1.27052643448235,2.02174543327189,1.19525305893279,1.54201480759983,1.20129039036773,0.968608475698065,0.972509478319053,1.65350401223529,1.71655583090408,1.46202784805317,1.65421468078506
"555",1.91420382636743,0.959556940639591,1.11291429553726,1.37992189328977,1.57358348028503,0.987722838035654,1.38772610557529,1.29266144456853,0.91810414673154,1.2754254047728,2.01469815261677,1.19680653320636,1.54076718795431,1.20105507919657,0.968056817407305,0.964164523767411,1.64244805959459,1.71609448220488,1.47996104533462,1.66457058823001
"556",1.9141825281372,0.962011948629265,1.11220309731077,1.37841899624567,1.57386092911363,0.995601797164603,1.3833119496588,1.29383361014767,0.924715180872384,1.27843940728487,2.00546706204106,1.19765489724871,1.54042381083184,1.19844567094824,0.965920200031437,0.954414710352439,1.63199197129245,1.71205319870989,1.49848313457709,1.66871568494453
"557",1.91379926283752,0.9668890389607,1.10898175685236,1.3750026847286,1.57665734077551,1.00145319000301,1.37490307937761,1.29647014961632,0.929686926105002,1.27610859520666,1.99256002139137,1.19973926784708,1.54006212410656,1.19422544041991,0.960683200424971,0.945222508583594,1.6156243676543,1.7069310056186,1.52219524466545,1.66747646438191
"558",1.91405563667015,0.972463357166257,1.10726787442007,1.37302821190294,1.58043496278282,1.00796173943756,1.3649779522886,1.29942536656842,0.939706100034833,1.27294307860831,1.97723712905696,1.20998349158238,1.53889510874024,1.18615482621689,0.956054316221052,0.935556606886663,1.595351116007,1.70523858853658,1.54478119381675,1.65701320800801
"559",1.91098557876155,0.976655943765071,1.11233839054861,1.37246754761193,1.5820461145127,1.01482428983553,1.35460400676057,1.29621187979471,0.954498455502202,1.27150757634662,1.96771999235084,1.22328198997087,1.53547610333543,1.17803038524805,0.961928982971079,0.923765537487903,1.57205025426059,1.70649910590669,1.562322558603,1.63779765212555
"560",1.90912969821637,0.977447460032235,1.11406191960255,1.37338627292684,1.58213950637763,1.02415400153444,1.35194572863489,1.29540874218388,0.963996426445403,1.27185331789778,1.96611055737237,1.23622111265545,1.53311666679613,1.17603278549769,0.964076913376585,0.919168902369069,1.55045068325542,1.7072293866347,1.56736524531224,1.63473168904805
"561",1.90905865102222,0.978406215984229,1.10853689921303,1.37609762847485,1.57908275968689,1.02528284338889,1.3561160083425,1.29630734368476,0.963073807546764,1.27466209204844,1.96558597191271,1.23236769817949,1.53311989100786,1.18485899182571,0.96168617713311,0.923396477901916,1.54315551745746,1.70839346175967,1.56051515932978,1.64867224081562
"562",1.90884316717804,0.980865899899425,1.09663808556229,1.37375015471401,1.57436410307479,1.02317135723028,1.36993757733824,1.29136239411661,0.958621998855507,1.27639311952781,1.96596419251367,1.22092901827788,1.53425050172936,1.19945460864878,0.959837400764694,0.934930147001242,1.53583867232794,1.71032579060846,1.54450033506226,1.67474623993636
"563",1.90342623004563,0.982835402935955,1.08569225372416,1.37544475614019,1.56829634193253,1.02242051348326,1.38170011839421,1.28925192333195,0.957610142400098,1.27890767857365,1.9690067543899,1.21423914185275,1.53383852132914,1.21139119856995,0.958907137308531,0.954675252000862,1.51937422624061,1.71069929428787,1.51390653881558,1.70270678833701
"564",1.8923814075053,0.983158590276668,1.07449862394645,1.37655794207535,1.56418728209247,1.02324119325727,1.39082517465581,1.28549260043839,0.960914112917842,1.28772348184676,1.96815521378723,1.21957361655283,1.53633780463013,1.22531130111275,0.958316979424755,0.967188863011924,1.49573122542317,1.70937745881407,1.49702073728093,1.719498651087
"565",1.87722492316039,0.982816001647244,1.06272469984695,1.37623277825394,1.5639433208998,1.0243660376812,1.3951860280026,1.28315394014373,0.965032538987164,1.29542329001533,1.96774253020211,1.22944494694363,1.54416196452729,1.23269099429146,0.957267171019103,0.977623705771443,1.47117911305385,1.70972293661158,1.48638915342864,1.72251013585161
"566",1.86758739801501,0.980465652534335,1.05578399001805,1.37233145002533,1.56497069013722,1.02497468307546,1.39345443216347,1.28301365814352,0.972694916705028,1.30119268843335,1.96670941997301,1.2427755090562,1.55243989371459,1.23586090843814,0.957084914501348,0.984282746661307,1.44747377671221,1.70902057751901,1.47968697810228,1.71659773253044
"567",1.85782339461488,0.97480534393033,1.05361313774719,1.37221155661555,1.56486584992823,1.02656934659633,1.39153794785561,1.2829213224028,0.982817459874511,1.30165342849959,1.96584075425796,1.25798418013456,1.55299411595078,1.2368264072564,0.957630792785821,0.985631149949206,1.42824681371127,1.71167087414109,1.48285115065914,1.70910399109581
"568",1.84317572209137,0.968800561888456,1.0539885816171,1.37235465058907,1.56325738986103,1.02937847901268,1.39157181064958,1.28347739656106,0.994374979580108,1.29759848169998,1.9673934195511,1.27170549928453,1.55209532499946,1.23509191959186,0.958851690468738,0.984517713877624,1.4160650083346,1.71699990823909,1.4897640108877,1.69980320407056
"569",1.824264048072,0.961297574742658,1.05488713117726,1.37161732985952,1.55929745827242,1.0329558036375,1.39346582220421,1.28064242940287,1.00513408550993,1.28892853889999,1.97218091773505,1.28820858788162,1.54736593291356,1.23382708451305,0.957076512561599,0.982322997991666,1.40702525344131,1.72167469704164,1.4968850088362,1.69071871097712
"570",1.80772497004563,0.951722616871914,1.05555514921485,1.37125717743051,1.55142898945044,1.03933684775315,1.39595160388407,1.27656084149748,1.00585317812332,1.27767052359758,1.97917590225623,1.29985074154744,1.53676742382938,1.23555521888991,0.952820561865493,0.981644543452554,1.40948530895458,1.72450679933086,1.49829202532012,1.68488876725869
"571",1.7886889865761,0.940494528623361,1.05408498241322,1.36789705126169,1.54530989043851,1.03999107444169,1.39673670059414,1.26950238749944,1.00171386838715,1.26201770429003,1.98331857726031,1.30712837135562,1.51688678941916,1.24011805536053,0.952061419373681,0.983150701243317,1.42139147088072,1.72468981338004,1.49600398887048,1.68418043063722
"572",1.77520763472917,0.934362924548615,1.05484453285091,1.36570057782258,1.54543625695871,1.04015560405405,1.39581247036162,1.26864879089332,1.00619579445295,1.25440507318836,1.98424029975842,1.3048797291509,1.50957658170335,1.24091605167616,0.959884313174758,0.981892049491518,1.42160524052893,1.72518164879381,1.498516669747,1.68293929357445
"573",1.77712562486094,0.934063715699125,1.06016619887106,1.36997609632611,1.54823721961666,1.04022294339567,1.38926514148535,1.26884008172802,1.02045517442603,1.25326769420691,1.98497344756314,1.29835469852934,1.5176545096259,1.23690063873561,0.97987710753402,0.98216473149921,1.40310548539775,1.72597665070848,1.51322504139792,1.67860664635465
"574",1.78005669912552,0.940422717635682,1.06831574887547,1.37557339691906,1.56404363814791,1.04184896363329,1.3790495809807,1.2690544401596,1.04726287315605,1.26250148949157,1.98401314351283,1.28931303256221,1.52809568503766,1.2212347015246,1.0084381696357,0.992909391778447,1.36747001435227,1.7277193407937,1.53349901969329,1.66796901872941
"575",1.78310498219265,0.945144026699365,1.07780929891503,1.38492276553482,1.57404054467115,1.04143645303197,1.3699138811617,1.26914106954166,1.06260766124856,1.26459519439791,1.98526288147838,1.28445603099554,1.53701653767447,1.20089402161859,1.04434503524606,1.00128227272344,1.34459386893322,1.72936018215339,1.54776971510694,1.65419150810922
"576",1.77978595249414,0.946577111874579,1.08466012095378,1.39578763272903,1.58118299984238,1.04183358847224,1.35753678476643,1.26755261490185,1.07463285084827,1.25499474941636,1.98497692738053,1.28112699579458,1.54356272078834,1.18775585000651,1.07336372074432,1.00623828649408,1.32837823542146,1.72891599351942,1.57127479528006,1.64672104464623
"577",1.77141646286135,0.949482424786679,1.09147284014496,1.40274317635208,1.58515677616133,1.04192049903579,1.34865644943534,1.26755010001415,1.08679025539264,1.24054523766484,1.98502809946663,1.27628151728449,1.54601978069316,1.17825446590976,1.10214778170002,1.00744168674049,1.31761145012593,1.72804566252955,1.59167689568164,1.63648735143359
"578",1.7676260965644,0.948617688183696,1.09633017068386,1.40431283966691,1.58637590312249,1.04238084819306,1.34388002345245,1.26596244263459,1.09153492975279,1.2195547407245,1.98530083766211,1.27582529410012,1.54616581056086,1.17405862503642,1.12695983843667,1.00673407937812,1.31767226793299,1.72562337717166,1.60484414737432,1.62990748344501
"579",1.76272944782886,0.943483035524893,1.09490009084166,1.39691859852289,1.57838709704536,1.04265780924913,1.34271743120198,1.26409130947412,1.09321383756394,1.20008077010582,1.98232471690963,1.27877241572189,1.54738150331806,1.17453228064869,1.13985154021135,1.00627719396135,1.32613932399704,1.72457071123397,1.6066639960612,1.62737094205017
"580",1.75267824339464,0.937284442854369,1.0888637521906,1.38732148507647,1.56412860571788,1.04210407288713,1.34402045787374,1.25700920387088,1.09179411467438,1.18201639339057,1.97940199110682,1.28140156047898,1.5454057028766,1.17816320154077,1.13828399051926,1.00744305003328,1.3304129752036,1.72950852069186,1.60283495158932,1.62689571568019
"581",1.74081775949544,0.931587538154774,1.07828022929058,1.3794080224253,1.54546204844362,1.04183429550906,1.34672161644775,1.24337594388604,1.0876458332754,1.16379753999614,1.97497298827865,1.2809292611931,1.53912573103109,1.18084595598198,1.12487441478164,1.01007439171269,1.33241515526665,1.73502770589714,1.59113997690792,1.62745264454398
