"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"626",1.33655498648612,1.17651193288201,1.19479796011912,0.858638237283359,1.2939889333777,1.56803185151104,1.19059446956173,1.37858275481595,1.54378760831531,1.18753729833696,1.34179635504415,1.10343805281545,1.24996599648917,1.21921825863027,1.14664980460269,1.33871193122351,1.22481373832924,1.2236069132135,1.24829304025246,1.16321712409613
"627",1.34228808795149,1.17628326605204,1.20061918072353,0.858473713523222,1.2885167613832,1.56742483152891,1.19002223792369,1.3627876173305,1.54241125516003,1.2083057458094,1.34233247477645,1.09954634519593,1.25549836120929,1.22917062747805,1.14639488286264,1.3393713476821,1.22617111671129,1.22366125480022,1.24938575675568,1.15697027236778
"628",1.35182279512481,1.17612129271362,1.20731199201734,0.859862356188229,1.28769864665705,1.56485418446883,1.19101125103058,1.35213882420902,1.54537073679577,1.22813641195136,1.34043969766818,1.09850646802277,1.25965509113858,1.24516414946463,1.14425351877581,1.33939902865976,1.22955867951801,1.22321721614108,1.2555909314551,1.15584148949831
"629",1.35840171850332,1.17721993554016,1.21061761099594,0.86446254319716,1.29337325013733,1.56188476641509,1.19201031297403,1.34540488983727,1.55290205848443,1.24820247785077,1.33896067055762,1.10043640109986,1.26603968061193,1.26456548873565,1.1418627303149,1.33875061849214,1.23615682810719,1.22485631588861,1.26206687838514,1.15816376158352
"630",1.36716319478958,1.17965266833249,1.20692263502803,0.870955694311926,1.29653364125317,1.55964680077424,1.19289066164414,1.34091957252732,1.56060464385891,1.26728618207083,1.33525092428587,1.10366711251474,1.27198885376895,1.2852920397437,1.1439172333937,1.33560251663622,1.24068336042225,1.2243192159834,1.26982655296527,1.16204282988301
"631",1.38127485834888,1.17827305097644,1.2036289039394,0.874944161868464,1.29695858841141,1.56161181277866,1.19292620212424,1.3394868645567,1.57042194957456,1.28299198651019,1.33002319619295,1.10684756539639,1.27641274769267,1.30357694520262,1.144391601872,1.32983451419504,1.24549412335436,1.22619854227969,1.27904935286807,1.1655728028553
"632",1.38859486086367,1.18181995613996,1.20197276544728,0.874648388459571,1.29605326564078,1.55974831696406,1.1927300286435,1.33799899560512,1.5717810530761,1.28961587777104,1.32282199897499,1.10713005809326,1.27295751839892,1.31135743333244,1.14405658070686,1.32745697196365,1.24821132023315,1.22742871868641,1.285860442987,1.16480788118212
"633",1.38834867202141,1.19069030821357,1.2076229252133,0.875411910144015,1.2913079289564,1.55655581120951,1.18342046481209,1.33703915248775,1.56553837068079,1.28870578539108,1.31987202842,1.1136225825173,1.26603003475257,1.30961081829845,1.14238722865399,1.33067581314644,1.24799222662074,1.22677913830057,1.28448220863423,1.15963212624899
"634",1.38442215892207,1.20540271763499,1.21731699086335,0.881368135656097,1.28702758976193,1.54997813439127,1.1665266149977,1.3343935451071,1.55189487790536,1.2855127228769,1.3177570318005,1.1226585459625,1.26207447896532,1.30250110767556,1.13688196068196,1.34315730243944,1.24604647816947,1.2268533517456,1.27587660820753,1.1541439794394
"635",1.38177734186675,1.22136456852729,1.22429522333177,0.884800523437055,1.2766954736207,1.54467306863563,1.15278676017899,1.33674593052968,1.53359096224602,1.28364267932232,1.31499943712649,1.13363593139523,1.25561915836192,1.29571864973827,1.13484405637827,1.35713929465634,1.24495850756724,1.22803472744554,1.26962643949467,1.15101440741795
"636",1.38245559841517,1.2341356380045,1.22848914227721,0.888309359411386,1.26835424548342,1.53830578199631,1.14114362997903,1.33894031008335,1.52218202259233,1.28437940390752,1.30463352751946,1.13810992652437,1.24354536281983,1.29154718113502,1.13121922578404,1.36186622464492,1.2447867284354,1.22728663888962,1.27114914382528,1.15055644064032
"637",1.3857062030187,1.24696438443627,1.22964855429888,0.890355132486779,1.26362569138749,1.53384259431841,1.13408098237916,1.34046915652325,1.51989200455062,1.28621782806936,1.29246174740111,1.14178811105322,1.23882599659812,1.29182104444682,1.12911620246202,1.35686482701951,1.24526088951597,1.22631397599787,1.27736390737489,1.14989285014782
"638",1.39225590903642,1.26023625158313,1.22753850016917,0.890801743770247,1.26109520768107,1.52737126212607,1.13208269414516,1.34090037323883,1.52382684812538,1.2890047925053,1.27799871741712,1.14655661450962,1.22942668458303,1.29618354389886,1.13004007902888,1.34807577377148,1.24816556206927,1.22648438610816,1.28261045261487,1.14844759133703
"639",1.39585334717728,1.26875065470943,1.22475452672971,0.890418240587507,1.26137701936095,1.52675160826157,1.13055722652937,1.34108303514199,1.533340663957,1.2916029388674,1.26718530294751,1.14693421805183,1.22262256362069,1.29917798270394,1.1295924552343,1.33510758853712,1.24938192712241,1.22858665789185,1.285688696442,1.1486553045436
"640",1.4003452011251,1.27019923878128,1.21992499730013,0.890072195954209,1.26297833777417,1.52672921003296,1.13115800755917,1.34280518551141,1.55085841757358,1.2950767454848,1.25372211776125,1.14468635340602,1.21762882586197,1.30210534513478,1.13001349551773,1.32242030741351,1.25216032227426,1.23433600089674,1.28976880840098,1.14861957112969
"641",1.4069746982299,1.26622028206071,1.21287740181802,0.888072607045612,1.26467037793271,1.52612754439732,1.12950215306379,1.34855276072114,1.57273253937008,1.29946258097725,1.24297942068584,1.14363175804175,1.21619697362745,1.30187616065654,1.13181481123423,1.31143825136485,1.25953467944791,1.24239082386526,1.29339148016452,1.14842423474793
"642",1.41392122364187,1.25992271032097,1.20508998993192,0.886561478198679,1.27014146613632,1.5272174881067,1.13039870276661,1.35610174822812,1.59698992780091,1.30712850664316,1.24262402243045,1.14243564032716,1.22249786728038,1.29692107450501,1.13439209540743,1.30427619066838,1.27301712822885,1.24894494202308,1.28902429828817,1.14915658337603
"643",1.41686571123324,1.25288139100442,1.20611529989161,0.885702543001513,1.2749477462243,1.52941521571334,1.13325589160373,1.36418228214259,1.61645159439639,1.31769710487021,1.24936320377208,1.14161260872315,1.23821956567122,1.2945349360317,1.14020947922029,1.29768567600584,1.2900371506651,1.26102707354159,1.28726362411273,1.15119842677507
"644",1.41069122195653,1.25068407912303,1.2064859867218,0.885481564482341,1.28017099990164,1.52838223958684,1.13288098988409,1.36643029221383,1.63457992083907,1.32418432424378,1.2561050078942,1.13887599352452,1.23699420657507,1.30041843370166,1.14148469232603,1.29468317395901,1.29564005730026,1.27110309514032,1.28837811257106,1.15043176347842
"645",1.39378708119461,1.25264086776387,1.20744044819683,0.886687124653947,1.28136102601199,1.5312872122196,1.12973814062009,1.35988826069941,1.64248266436997,1.32563863860281,1.24705717035518,1.13862589144891,1.22986457789529,1.31148097451277,1.12874458643616,1.29658424288416,1.29288794651053,1.28562263050725,1.29252054110899,1.15018094042413
"646",1.36764332463584,1.26056024521972,1.20525460339603,0.894436707620257,1.2830889139969,1.53085495435782,1.11997958521052,1.34480494537337,1.64436974010186,1.32403161180307,1.23159106141552,1.13870907169902,1.22277143808386,1.32321407591071,1.11601702786576,1.29666584827535,1.28624480594933,1.29396412273788,1.29217109885242,1.151999374441
"647",1.33535394419851,1.27015324049006,1.2047212682492,0.895665003289561,1.28480304645891,1.53428960783554,1.10865120025751,1.3309671887017,1.64396282837707,1.32666394840734,1.2176040091661,1.13867509011362,1.2120613235336,1.32775874443568,1.10050646326889,1.2966533078285,1.27942265847022,1.30844204011769,1.29927408497449,1.15265958424454
"648",1.3066226741835,1.27408717836856,1.20277153394198,0.899174850966192,1.28743704791485,1.53641353821069,1.09781143518115,1.32274335105511,1.65310201310682,1.33687896118545,1.21478364232122,1.13928629116687,1.20524443573309,1.33124186507699,1.08182380783924,1.29655889639873,1.27514790627338,1.32697386050974,1.30111296870976,1.15519957311035
"649",1.28228575217891,1.2718779698963,1.20188591151608,0.901593122931715,1.28867942561153,1.53680092984706,1.08560161670312,1.31412228319941,1.66772856103009,1.3524845333242,1.22043925898509,1.13941111794748,1.20201870468116,1.33305702620816,1.06443115380176,1.29753627644853,1.27389897808019,1.34527771084515,1.29893924893705,1.15657593572226
"650",1.26661519788617,1.2671089215399,1.20132824913018,0.902138268891854,1.29438264687566,1.53666699047505,1.07580254894531,1.30671520307545,1.68456475662072,1.36851722885962,1.23263310417919,1.13830256360319,1.20083425598679,1.33324750650563,1.05641781221125,1.29998543320355,1.27385260914389,1.36538465815862,1.29816449451654,1.15747256762398
"651",1.26130992960357,1.26104002330401,1.20162321037631,0.902090035456466,1.30387353440676,1.53709837838781,1.07205443148793,1.30951985657293,1.70151233107787,1.38224195403773,1.25003113373217,1.13468174151729,1.20175340892201,1.33117314206299,1.05661583394935,1.30419788649444,1.2766789573284,1.38058879104968,1.2982218880483,1.15595084658578
"652",1.26465318312165,1.2546201404607,1.20228501773557,0.902216980000769,1.31175817646286,1.53707384991215,1.07105524285623,1.31606687346186,1.7173502758004,1.39324338144943,1.26835422334846,1.13053081719813,1.20350024829932,1.33068485267114,1.06083934542132,1.31115666861607,1.27818755719346,1.39288557132786,1.29660582292853,1.15275407235788
"653",1.27219461161096,1.24598523280071,1.20774041186321,0.903566510484926,1.3130890894951,1.53755800373641,1.07877690835017,1.32528496900245,1.72984568163967,1.40254401627305,1.28961428771207,1.12177461163452,1.20182678293242,1.33068172638112,1.06826708526031,1.32269481201966,1.27913914624252,1.401946874352,1.29477092620587,1.14798942937825
"654",1.28395219212554,1.24424528004907,1.21890072133469,0.902838676593647,1.31338411173772,1.53829747767272,1.09154303480663,1.33015801802873,1.73046226230732,1.40951514906292,1.3111771078851,1.10842819348333,1.19692907430676,1.33293940272867,1.07699001633635,1.34112340192421,1.27512612650009,1.39853304176514,1.29447011967689,1.14124686208639
"655",1.29259468063727,1.24471419622553,1.23139201077124,0.901392730267108,1.30871797642372,1.53763128904067,1.10130186592562,1.32989488366301,1.73319860494039,1.40561306225541,1.32440433828893,1.1023143457852,1.1944231595027,1.33422081155,1.08786414836969,1.34987468608128,1.27250336255536,1.39948132007977,1.29117583823847,1.13481815469137
"656",1.29535979372415,1.24497083446649,1.22740201873407,0.901419277867182,1.30843934826676,1.53214628646139,1.10425754402825,1.33285267733684,1.7644697288238,1.40716213654032,1.32319657102234,1.11121230668825,1.19916741832916,1.33118199400847,1.09471782071873,1.33717634890492,1.28012241749198,1.41944717280198,1.29135155744158,1.13959809482145
"657",1.29273458462421,1.24249404246859,1.20755342287416,0.899986869489261,1.30312164222723,1.52983023201215,1.09845714185352,1.33737885595258,1.81116741092356,1.40381853246045,1.3136109050884,1.13969686902523,1.20809701433659,1.31946469949064,1.09284455653717,1.30229347789117,1.30426044275961,1.44376579813009,1.29785691707148,1.16078778446859
"658",1.2869439799524,1.23298024781783,1.18247462768632,0.90144523131396,1.30448552734191,1.52931438631258,1.08187259760499,1.3393231973498,1.87298950101318,1.41095734231345,1.28793552254459,1.17541945077228,1.21743066922882,1.29568003375748,1.08551660028893,1.25776383871709,1.34249901347056,1.47081552458144,1.31213120700746,1.19156993384163
"659",1.28174970929621,1.22110753102274,1.14838945980482,0.90437257777568,1.31499228454759,1.52582813490025,1.06663690013362,1.34687336108716,1.93680703936637,1.41756620778084,1.25842822318611,1.21531124015703,1.22973321521729,1.27595792598781,1.08263687398339,1.21217889701718,1.37485112103855,1.49532019162147,1.32436182677089,1.22800402691398
"660",1.27739260532001,1.21694389454197,1.1201903345288,0.903989556990537,1.31728261172469,1.51988444488483,1.05810931338653,1.35677414484837,1.98183181346193,1.41711934885032,1.23543960443553,1.24405533155615,1.23664946073011,1.25787735564306,1.08446855447093,1.17687585921688,1.39743978585416,1.5200824440511,1.33772561602901,1.25462764341676
"661",1.27588289885744,1.21588391286053,1.09548519238597,0.904855537517452,1.32027297985904,1.51089660139946,1.05404188330349,1.36229234121201,2.023317479455,1.42073211560736,1.22437325902477,1.26618949930505,1.24283462699871,1.23909878100426,1.08942564479402,1.14749513575401,1.41833134027482,1.54399019236477,1.34701465432342,1.27061471986018
"662",1.27776254442628,1.21486098469293,1.08027080816285,0.904715279874527,1.32205384027008,1.5008586627699,1.05276034292039,1.36802332651839,2.05433575741452,1.419869922457,1.21586724900523,1.27686184918008,1.24444413229069,1.2211661783479,1.09801877675699,1.12904231377959,1.43210451127921,1.56065181093123,1.3500124008596,1.27862766829297
"663",1.28043410870976,1.21448682245695,1.07540404027196,0.905784871354978,1.32191642448473,1.49365911896919,1.05274880272717,1.37084803464672,2.07002141657419,1.4204225022304,1.21260023546298,1.27805654624378,1.24382591147446,1.21330163001838,1.10636320571861,1.12496273618331,1.43565930663383,1.57154039220733,1.34764965157473,1.27813482612856
"664",1.28369483906102,1.21534023850441,1.07545030380095,0.909985383480393,1.32110537735484,1.4925791772353,1.05263559372575,1.3699944266072,2.07463537904919,1.42064248211462,1.21325396344012,1.27331525641359,1.24127578699457,1.20861954226576,1.11347675051351,1.13002136832579,1.43363492394174,1.57467895035182,1.34092932377309,1.27377558284194
"665",1.29132273054096,1.21672558123413,1.08236606298836,0.914110874238742,1.31762940484473,1.49519829276197,1.05343445805189,1.37021539155946,2.0713034726197,1.4211442361556,1.21709731226773,1.26635727063374,1.23649696045982,1.20956916001573,1.11855710819751,1.14150678537828,1.42619251965273,1.57353556694021,1.33073787889188,1.26670818523019
"666",1.30135923226659,1.21672871826386,1.0934707686793,0.918238944868511,1.313007469468,1.50394854508203,1.05254422223285,1.37035428965668,2.06280991347824,1.41985430759723,1.22335615491397,1.25965430677983,1.2284402447111,1.21406654639762,1.11782707691599,1.14876673887119,1.41780078237731,1.56736482694468,1.31762274006323,1.26013076808475
"667",1.31222134105911,1.21423302473184,1.10310167260937,0.926917693378086,1.31037922991189,1.51244932707238,1.05025643644666,1.37221503562011,2.05595241827298,1.41790436109758,1.22851654506967,1.2567096501567,1.22332595463557,1.21596699034687,1.1167644712215,1.14916935105747,1.41299880888602,1.5658194832625,1.30773563166847,1.25841428652847
"668",1.32057828388953,1.21597654437517,1.10140662446496,0.933361637038867,1.31165295735029,1.50089775068671,1.05109296699893,1.3703266242648,2.05974065512953,1.42062743022442,1.22871683229981,1.25808311025736,1.22317027356299,1.21215352237602,1.11564304524567,1.15100656263879,1.41261333833594,1.57428870323959,1.307574450125,1.25849353257734
"669",1.32136738349181,1.22453874779783,1.09900818504692,0.931816711043755,1.31237033698507,1.48608809270267,1.05768751978705,1.36576397646126,2.07005454105457,1.4268370075392,1.22681541741922,1.26261311110354,1.2242091297957,1.2034444012443,1.11702126794341,1.15974576898221,1.41362815116286,1.59290534995179,1.30900413191818,1.25731295489589
"670",1.31724789413955,1.24233702822374,1.09335968265232,0.927370992245309,1.31376673016917,1.45800682209063,1.07054564316081,1.36667049923104,2.0865702000509,1.44306471892064,1.2211193661367,1.26455942919538,1.23088615664947,1.19623132813492,1.12020797041937,1.1704487279781,1.41972734401928,1.60373078982462,1.31365305457031,1.25834650637928
"671",1.31558374132362,1.26186334451256,1.08345901888894,0.924077857480555,1.31445930035425,1.42726277656188,1.07352641702434,1.36608154747352,2.10576427522563,1.45488908852947,1.21742640137788,1.27320598573187,1.24155560543332,1.18663803279121,1.12266160678664,1.16952926649303,1.42257778589217,1.62051122688087,1.32229289338319,1.26457197005203
"672",1.31566075936003,1.27860725972759,1.06676640644304,0.922481637257737,1.31463229790496,1.40452808134,1.07457106648252,1.36650063348151,2.12950193503952,1.45923860358469,1.21380101520651,1.28207777888168,1.24765806719285,1.18140049772647,1.12334035290487,1.17283497848499,1.42604822868443,1.64149100740367,1.33048398904111,1.27028901500271
"673",1.31854712644889,1.29041777730923,1.04936097316242,0.927442684223082,1.32464036400519,1.38791891408629,1.08299593588798,1.36584446298978,2.14533881490446,1.46261202990311,1.21069910087462,1.28618189033994,1.25094579414383,1.17691924426718,1.12272448765596,1.17667386804023,1.42802832470506,1.66115258620236,1.3380513149313,1.27759849266266
"674",1.32188093231213,1.29747956317919,1.03578739767592,0.933354700818467,1.32976339201742,1.37615610342654,1.08880725408108,1.3653599465084,2.15229611466563,1.46016743498096,1.21032527897535,1.28767904329772,1.25196021527509,1.17745503406001,1.12144815050965,1.17610396411062,1.42691158171697,1.68301283229716,1.34115251161468,1.28236625368584
"675",1.32963864275985,1.29680862003949,1.02833381871758,0.941748906233667,1.33065576406937,1.36912742447545,1.08949581401776,1.36547457947929,2.15542113425501,1.45777241894064,1.2108781697564,1.28766975359383,1.25008334637168,1.17449242900727,1.11931260274293,1.17662621947769,1.42587244006913,1.69695938608187,1.34150742258021,1.28231761377657
"676",1.33953560431733,1.29007268685955,1.0252767449704,0.953065339869717,1.32892282254311,1.36660027472336,1.08913201627868,1.36984683345625,2.15527689253216,1.45772011884039,1.21255212635247,1.28872747297595,1.24597629776622,1.17432568787354,1.11818938629765,1.17661527531108,1.42680137260272,1.70246104856743,1.34149368638366,1.28107105450733
"677",1.35338316185674,1.27705283862565,1.02893849622224,0.964270666045152,1.32348197987275,1.37193409364512,1.08800180292013,1.37632213262711,2.1535047539058,1.45799952213924,1.21493189562286,1.29150238452502,1.23857957719999,1.17452639456428,1.11713628354796,1.17710646183217,1.4270100832152,1.70194286890359,1.33993163900896,1.27679829813436
"678",1.36879070473211,1.26642493104081,1.03374805119527,0.968645774485592,1.31918097432952,1.37825014581022,1.08863435048323,1.38620315492652,2.14969272958216,1.45990731510344,1.21323933426461,1.29754302999869,1.23102393732882,1.17477414872441,1.11463193975887,1.17595498850223,1.43110954885584,1.6981156924538,1.34138813976329,1.27824162149361
"679",1.38600853942423,1.25473912284261,1.03495208413391,0.967581091996528,1.31466613901312,1.37937596788319,1.09253555700724,1.39941192636184,2.1488175926683,1.46123908625372,1.21156922185965,1.30136524567527,1.23004790440655,1.17377988494064,1.11413261002465,1.1756535518915,1.43597861000716,1.69670186034779,1.34373669438049,1.28482383034149
"680",1.39473361249168,1.24792637722393,1.03499519452469,0.966683917124344,1.31455507153513,1.38024102595387,1.09369561263091,1.40988447807198,2.15054505207147,1.46109471527501,1.21269257753404,1.30122266078901,1.23037655348024,1.17389242820687,1.11297369363434,1.17708356512146,1.44000584750718,1.69683199130214,1.34186037737129,1.28653446629912
"681",1.39124316834562,1.25153972456874,1.03798880377802,0.966765875907987,1.31702361019258,1.38752292037843,1.09039395961452,1.40384369267446,2.15345576561026,1.45756860479111,1.21741839598555,1.30417321146155,1.22956752862788,1.17856123072947,1.11135993345911,1.18005074124981,1.43615874378064,1.69214696135611,1.32641966653674,1.27621301013005
"682",1.38187488752143,1.26143100771202,1.04042370429063,0.967634459645689,1.32333234747626,1.40268974445518,1.08877964940987,1.38659151529674,2.15915664491144,1.45708565188717,1.225189310778,1.30037384285346,1.22748638359954,1.18933513990379,1.11699370368664,1.17987588164148,1.42900267368105,1.68885522426458,1.30041889177464,1.25425328035454
"683",1.37425317422076,1.27168145324908,1.04858453621901,0.969004046093289,1.32780630274683,1.40797605867761,1.0857578685968,1.36167514354396,2.1733874528923,1.45591829473525,1.23282120387675,1.2973062738436,1.22483283697031,1.19893954837295,1.11449801584017,1.18508912348837,1.42064424252129,1.68410208713852,1.27254770444695,1.23372896565266
"684",1.37125761982022,1.27407429482377,1.05858367413616,0.969907770767047,1.33137231791809,1.41150916967466,1.08263122294528,1.34370712142546,2.18058101401678,1.45404258068273,1.24552331442894,1.29889014648275,1.2238554480189,1.20735432173596,1.10976997445982,1.19128283916406,1.41574794356708,1.68088840448053,1.2487163479488,1.21939796536893
"685",1.36967984425385,1.26620586857847,1.0672014305285,0.970270502735749,1.33102912023071,1.41705431003106,1.0803690945346,1.33159611868194,2.18718898265835,1.45316558129378,1.25544108602425,1.29994016405677,1.22240516544975,1.21238847741618,1.10720851366614,1.19603565981408,1.41116880326724,1.67535346093534,1.23007638801498,1.20523351864762
"686",1.36895078400326,1.2544306389351,1.07111293169486,0.971159476714785,1.33018111632357,1.42252454164608,1.08011405921704,1.3318056826071,2.19142359042452,1.45309709373994,1.25935932040174,1.30015048363921,1.22237570830926,1.21136398569067,1.10806823989945,1.19749500002737,1.40652232738554,1.67124671686328,1.21936344875862,1.1992206275475
"687",1.36902393813802,1.24255183277308,1.07460648327187,0.96982338948475,1.33016779794842,1.42473877418092,1.08117711499372,1.33599043942702,2.19388765368502,1.45321100091493,1.26031990708692,1.29969656831495,1.22221714367625,1.20870917463844,1.10773662526572,1.19890442323291,1.40444473963172,1.67057099749406,1.21898648176773,1.19956439184967
"688",1.37245768697986,1.23326368630502,1.07490027022868,0.966967575184784,1.32926073830348,1.424912224512,1.08567617144967,1.34730051585902,2.19231425261824,1.45334129881325,1.2602703749029,1.29969207597637,1.22221322354252,1.20587437338908,1.10852395959484,1.19913714373052,1.40524220031191,1.67130632295482,1.22503866056494,1.20470279940709
"689",1.38219062858942,1.22665288488862,1.07253050191749,0.964749257561701,1.32927492991859,1.42376408412372,1.09164222291013,1.36031960831607,2.18944630978866,1.45511146211345,1.25867805880768,1.29875747344561,1.22301855196169,1.20144702512588,1.1107566397766,1.19663288060583,1.40709214123825,1.67440740256205,1.23443357870119,1.2166062082114
"690",1.38687602566296,1.22821936285893,1.06729411659839,0.962333101895734,1.33410814460365,1.42204975288133,1.09969766851239,1.36506826492788,2.18592463188163,1.45866280937381,1.25713746798255,1.298061992771,1.22465744314722,1.19986567164691,1.11535698886286,1.19455585883298,1.40568237292273,1.677161290417,1.24629976558403,1.23183116100322
"691",1.38598505237918,1.23383887107235,1.06047469800851,0.962413833550306,1.34111326440634,1.42304874484453,1.11214471712997,1.36433614257092,2.18188438145485,1.4588731509744,1.25390715962339,1.29960954946115,1.22883729702513,1.19571271538917,1.12011539038659,1.19275893645797,1.40294358230862,1.6815156678139,1.25958056899902,1.24541301994852
"692",1.37719205263909,1.23066089747958,1.05656672030993,0.959389369310759,1.34589009215937,1.42317759273383,1.12023934155384,1.36820849772022,2.18183296371122,1.45901466484636,1.25380315189768,1.29983405528006,1.22850639112722,1.19602933009051,1.12145260095792,1.19244683949623,1.40442789045166,1.68232712077321,1.26360968675727,1.24864192783842
"693",1.35411481999045,1.2164649175052,1.06188663164395,0.953599461709827,1.33672862742241,1.41716464571452,1.12389724235717,1.3848052516584,2.18536378321453,1.45743873941843,1.25296708278992,1.29483453040126,1.22623843883834,1.20009123236413,1.11475294922094,1.19409795333073,1.41338601158122,1.67929399727622,1.25394150242568,1.24451735590441
"694",1.32669995979383,1.19045318920675,1.07623638061091,0.948836798047492,1.3161812641209,1.40849387795608,1.12545521465768,1.40416747843071,2.19141401514825,1.45612369211467,1.2529788955178,1.28742776051475,1.21384168391254,1.21286137588166,1.10512189600936,1.19757659632128,1.4248810897739,1.67265411558294,1.23389970577554,1.2339222426044
"695",1.30906974973446,1.16138964523668,1.09644452441718,0.945485912510521,1.292777172883,1.40313937376205,1.12787273663874,1.41748155287927,2.20207431941762,1.45717944899635,1.26205807355305,1.27956378662184,1.19662860047776,1.23412574312531,1.09117028166272,1.19937744972128,1.44234746144803,1.66274462188296,1.20993473641917,1.2212177019209
"696",1.28627403007007,1.14744871230857,1.11035097066513,0.940914918450011,1.27984327449128,1.39469743869591,1.13947183378149,1.43036054582899,2.2069923025258,1.45716409009156,1.26684912944398,1.27130400922886,1.1896916468181,1.24809192770741,1.0834720879066,1.19958779013571,1.46387441175237,1.6515718404914,1.18906159602333,1.2151459476619
"697",1.2654530445566,1.13508046878487,1.11034226510909,0.937610894061826,1.27307081728105,1.38890234517623,1.15630057661801,1.44241065243742,2.21046696188383,1.45607115565779,1.26896640201742,1.26608710720478,1.18287643297124,1.25876016302101,1.08284074656561,1.19658034208492,1.4784634969883,1.6435629148213,1.17345904547848,1.21388105497619
"698",1.25126473875396,1.12782185101153,1.10286220377069,0.93637350622714,1.26706758331295,1.38587340793392,1.17274366179645,1.44740659472155,2.21023535777409,1.45546487596356,1.26886643115301,1.26405632546766,1.17939316680646,1.26332464818303,1.08352314324379,1.19460054854921,1.48601447031688,1.64246390516961,1.16586208491845,1.2175659900756
"699",1.24308094158098,1.12701140550895,1.09360007828605,0.935466973567771,1.26896716948056,1.38698262073248,1.19319189618746,1.44805580866944,2.21017704445074,1.45432742111925,1.26658597722449,1.26428189570215,1.17939493695208,1.26229131118901,1.09111224852318,1.1925593309149,1.48848512490026,1.64880133590625,1.16807978247908,1.22490604144641
"700",1.24018319352466,1.13364640964432,1.08271556216163,0.935243944676522,1.27689320483786,1.39134786911868,1.21003008101538,1.44802161431734,2.210482743869,1.45425418157919,1.26233380509576,1.26782094173079,1.18174610378294,1.25980090659423,1.10194833886652,1.18800558611487,1.48801288334231,1.65762959361465,1.17043876642835,1.23204243645432
"701",1.24211994996861,1.14792413190649,1.07176163262718,0.936135227305338,1.2873408291747,1.39717855012866,1.22432309973134,1.44729377145947,2.20942122675821,1.45776447724741,1.25617638632905,1.27466668460705,1.18839204536255,1.25639111552714,1.11508112021382,1.18342219552074,1.48472956030532,1.66595350612166,1.17726157382418,1.24271703446476
"702",1.24540734136373,1.16091415384497,1.06602206931576,0.938469696366423,1.30103966432869,1.40441009459592,1.23749087359045,1.44865114354162,2.20904087804707,1.46385923683534,1.25132035285289,1.28333267479514,1.19165773736311,1.25167520400674,1.13063570220835,1.17991042719544,1.48237902182156,1.67556734275344,1.18459332148193,1.24759943598743
"703",1.24528928535617,1.17730389441564,1.06793853029289,0.940156836618839,1.31745065900109,1.4117136630311,1.23831259200833,1.45289919211685,2.20955487906112,1.46792741455686,1.24233056818835,1.29107735448044,1.19458282776371,1.24929151275687,1.14186216400311,1.17800051985095,1.48325937756991,1.68160474801294,1.1852275728539,1.24615278131783
"704",1.24680699954935,1.19042063316068,1.06929821969752,0.939904343407196,1.31780324418574,1.41382777391548,1.23854565187984,1.45212541677717,2.21023454456927,1.46320297976968,1.23733422660928,1.29707653953394,1.19464778363516,1.24971059631354,1.1461805810154,1.17561211349413,1.48323846444487,1.68381758255641,1.18430577799854,1.24687665408802
"705",1.25512509583787,1.18840693808097,1.0642150269163,0.934567639184659,1.30530597347953,1.41110432713386,1.23797055198196,1.44206434355267,2.21001474829658,1.44572886846791,1.23600579764372,1.29672069524283,1.191903471934,1.24682541406371,1.14538237638112,1.17569047262135,1.48208722943485,1.68306986824221,1.1864908000673,1.24652758533643
"706",1.27127717910544,1.17848811254181,1.05278788870063,0.931371955109744,1.28236733509642,1.39873829651504,1.2464350768965,1.41992546395058,2.21111000658436,1.41739201399284,1.23833215688781,1.29255783318173,1.18555591971726,1.24990802954811,1.14361700345362,1.17394999932446,1.47689856142406,1.68105632373237,1.1826275618514,1.24335124577138
"707",1.29154273017837,1.16552863378456,1.03991040063049,0.924961496121188,1.26292188346065,1.38373746861336,1.25844764924752,1.38783200935281,2.21355750793944,1.39050979743839,1.24005053564964,1.2909622574142,1.17591508346826,1.2497371295813,1.14089972208869,1.17531917155239,1.46711038638785,1.67747584897557,1.16861368529055,1.24426982692436
"708",1.30640169409875,1.15432326224062,1.03372207607442,0.92283085087183,1.24339986502829,1.37168081658786,1.26376659196244,1.36187854441998,2.21308406928092,1.36870250350596,1.23748780536104,1.2920143574113,1.16983354469044,1.25013928553148,1.14178933138042,1.17534476191453,1.45984383988619,1.67550275651121,1.1570550868799,1.24358870800315
"709",1.3186190786868,1.14756194468284,1.03111383652225,0.919555585216076,1.23346967881002,1.36092875613482,1.26863018359514,1.33945526060812,2.21100733440408,1.35156400779329,1.22723598584214,1.29634452327422,1.16789011342349,1.25028525396069,1.14386316941074,1.17548876988068,1.45008341517472,1.68025275069213,1.14448794797319,1.24182105141547
"710",1.32392407093963,1.15169756284235,1.03124504804458,0.918466415385156,1.23123378953506,1.35622002408877,1.2696890850465,1.32390808823315,2.20651303711743,1.34032492270047,1.218356737192,1.30202846456372,1.16491638318535,1.24982798799194,1.14896741576626,1.17545355609612,1.44628572353274,1.68629871573272,1.13493418944023,1.23989149281446
